index,mu
1,0.9800225974728108
2,0.5896354154833559
3,0.6177680372764228
4,0.6524889013625232
5,0.6572239417316769
6,0.6352349612655053
7,0.6539489549140723
8,0.6490556494296195
9,0.6475016286814987
10,0.6369708848139777
11,0.6424546521812908
12,0.6351319428156798
13,0.6117694559783361
14,0.6233788872578759
15,0.6164576679749949
16,0.5981150488094239
17,0.6207892543697628
18,0.6226415178832723
19,0.5236653424869678
20,0.6038265576956218
21,0.6134863255256802
22,0.5939307005313095
23,0.6148910129073859
24,0.6137806543144294
25,0.6114825129329051
26,0.5995702051632614
27,0.5813499953116174
28,0.5981045895134728
29,0.6091328408951326
30,0.5479853335908137
31,0.5911362606330048
32,0.6014915700062422
33,0.5893768615796774
34,0.6001980957194772
35,0.5018036902094448
36,0.619110705562379
37,0.5632260976609615
38,0.6000955129238227
39,0.6127922011389633
40,0.5527234816611152
41,0.6140147041432545
42,0.5045104123668644
43,0.4981892202831784
44,0.6204772252984161
45,0.6217916718225606
46,0.6204558250002378
47,0.6191440806047404
48,0.623457526016443
49,0.5545421902259116
50,0.5448873740090349
51,0.6256913970748944
52,0.6277329727896444
53,0.6290969050277402
54,0.6310899905388089
55,0.6287107558852939
56,0.5726688213156423
57,0.6063586372419631
58,0.6363839273408501
59,0.5970567139914018
60,0.6252834432428823
61,0.6273716334880908
62,0.5541792412582343
63,0.6278058467530262
64,0.6342174237657445
65,0.6111100480456725
66,0.6302863533631318
67,0.645731395544867
68,0.6524234184020172
69,0.6470228699602643
70,0.6416964261442653
71,0.6441373147670731
72,0.6417861676199099
73,0.6499485674328217
74,0.6598032214168768
75,0.6662173884843644
76,0.5749887107138951
77,0.6661300862197006
78,0.6493322561648526
79,0.6659354388576874
80,0.6808440880245203
81,0.6373993231543934
82,0.6858134681160087
83,0.6848548223682319
84,0.6477406747037818
85,0.6778505623138922
86,0.6954719118940313
87,0.6983053101782847
88,0.6344647452474084
89,0.7098519411942543
90,0.6661527140192287
91,0.6997522852407652
92,0.7187289643809492
93,0.718093610624069
94,0.7179728327673056
95,0.7317672222104724
96,0.7228662119822402
97,0.7352808640766266
98,0.6726316508997648
99,0.6687904970464393
100,0.7490320662862024
101,0.7524366011654702
102,0.6254128064921387
103,0.6608618210984581
104,0.7423309748870337
105,0.7682405831931405
106,0.7097424123298353
107,0.7718918472515914
108,0.7621900061476183
109,0.7225223090727635
110,0.7826650580497405
111,0.7911311036572629
112,0.7219310693644923
113,0.7968778540954522
114,0.8028248966066438
115,0.753700596281357
116,0.590504799539349
117,0.8149941614323656
118,0.8079163295020304
119,0.8216215482480508
120,0.8018384848082325
121,0.8272843301439927
122,0.8332921702892242
123,0.7980067191698476
124,0.8159827524945449
125,0.8271513997717197
126,0.8492198549143659
127,0.8439708679899003
128,0.8609058660863483
129,0.8450402805332944
130,0.8635284207935909
131,0.8223235185012501
132,0.7958044301164302
133,0.8765514557710786
134,0.8363933811263082
135,0.8758282111336788
136,0.8695117462990949
137,0.8870313798567889
138,0.8971811466813946
139,0.881836291433844
